"0-level","0级",
"Aboleth","底栖魔鱼",
"Acid Arrow","强酸箭",
"active player","主动玩家",
"ADV","优势",
"Advantage","优势",
"Alarm","警报术",
"Alter Self","变形自我",
"ancestry","血统",
"Animated Armor","活化盔甲",
"Arcane Eye","秘法眼",
"archangel","大天使",
"archdevils","大魔鬼",
"arctic","极地",
"Augury","卜筮术",
"Azarumme","阿扎鲁姆",
"Azer","火矮人",
"Backstab","背刺",
"Badger","獾",
"balor","炎魔",
"Barbalt","巴巴尔特",
"bastard sword","阔剑",
"Beastman","野兽人",
"beastmen","野兽人",
"benefit","增益",
"Blazing Javelin","炽焰标枪",
"Blood Rite","血之祭仪",
"bone naga","骸骨娜迦",
"bonus","加值",
"boons","恩赐",
"Brachiosaurus","腕龙",
"Brain Eater","食脑者",
"Brak","布拉克",
"Burning hands","燃烧之手",
"Bywater","傍水",
"cairn","石冢",
"campfire","篝火",
"Cave Brute","洞穴巨虫",
"Cave Creeper","洞穴爬行者",
"Celestial","天界语",
"Centipede, Swarm","蜈蚣集群",
"CHA","魅力",
"Chainmail","链甲",
"Chuul","甲伏怪",
"City Watch","城市守卫",
"Cloaker","斗篷怪",
"Close","贴身",
"Command","命令术",
"command word","命令词",
"commoner","平民",
"CON","体质",
"Control Water","操控水体",
"Covenant","圣契",
"crawler","探险家",
"crawling","探险",
"Crawling Kit","探险工具包",
"Creeg","克里格",
"Critical Failure","关键失败",
"critical hit","重击",
"Critical Success","关键成功",
"crossbow","弩",
"cubi","魅魔",
"Cure wounds","治愈伤口",
"damage","伤害",
"Danger Level","危险等级",
"Dark Realms","暗黑界",
"Dark-adapted","适应黑暗",
"Darkmantle","暗幕魔兽",
"Darkvision","黑暗视觉",
"DC","DC","即难度等级，保持缩写。"
"deadly","致命",
"Deity","神祇",
"Demon, Balor","炎魔",
"Demons","恶魔",
"Detect Thoughts","侦测思想",
"Devil, Barbed","猬魔",
"Devil, Erinyes","罪魔",
"Devil, Horned","角魔",
"devils","魔鬼",
"DEX","敏捷",
"Diabolic","魔界语",
"Difficulty Class","难度等级",
"disadv","劣势",
"Disadvantage","劣势",
"Discordant Blade","不谐之刃",
"Divine Vengeance","神圣复仇",
"djinni","气巨灵",
"Domini","统御天使",
"Doppelganger","变形怪",
"Draconic","龙语",
"Dragon, Desert","漠龙",
"Dragon, Forest","林龙",
"Dragon, Frost","霜龙",
"Dragon, Sea","海龙",
"Dragon, Swamp","沼龙",
"Drake","龙兽",
"Dretch","怯魔",
"duergar","灰矮人",
"Dung Beetle, Giant","巨型蜣螂",
"duplicate","复制品",
"efreeti","火巨灵",
"emerald","翡翠",
"Entropic Armor","熵能护甲",
"erinye","罪魔",
"Ettercap","伊特怪",
"extreme","极限",
"Fabricate","造物",
"faeries","仙子",
"Far","远距",
"Feather fall","羽落术",
"fey","妖精",
"Finesse","灵巧",
"Flame Strike","焰击术",
"flint","燧石",
"Floating disk","浮空碟",
"Focus","专注",
"Game Master","游戏主持人",
"Gear","装备",
"Gede","盖德",
"Gehemna","格赫姆纳",
"giant snake","巨蛇",
"Giant, Goat","山羊巨人",
"Glabrezu","迷诱魔",
"GM","GM","保持缩写"
"Goblinoid","类地精",
"grapefruit","柚子",
"greataxe","巨斧",
"greatsword","巨剑",
"Grick","穴居攫怪",
"griffin","狮鹫",
"grimlow","暗影低语者",
"Hadebe","哈德贝",
"Hag, Weald","荒林鬼婆",
"Hazards","环境危害",
"Heal","医疗术",
"Hell Hound","地狱犬",
"herbalist","草药师",
"Hexes","六角格",
"Holy weapon","神圣武器",
"hostile","敌对",
"Immovable Rod","不动权杖",
"imp","小魔鬼",
"INT","智力",
"intelligent creature","智慧生物",
"Iraga","伊拉加",
"Ix-Natheer","伊克斯-纳希尔",
"Javelin","标枪",
"Jiraal","吉拉尔",
"Jorbin","乔尔宾",
"known spell","已知法术",
"Korint","哥林多",
"kraken","克拉肯",
"Kytherian","基西里亚",
"Kytherian Mechanism","基西里亚装置",
"Lay To Rest","安息术",
"Legion of the Ninth Circle","九环军团",
"light source","光源",
"Lizardfolk","蜥蜴人",
"Loading","装填",
"longsword","长剑",
"luck token","幸运标记",
"Madeera","玛德拉",
"Madeera the Covenant","圣契者玛德拉",
"Mage armor","法师护甲",
"mammoth","猛犸象",
"Manta Ray, Giant","巨蝠鲼",
"Marilith","六臂蛇魔",
"mastiff","獒犬",
"Megalodon","巨齿鲨",
"Memnon","门农",
"Merran","水族语",
"Mind Blast","心灵震爆",
"Mishap","事故",
"Misty Step","迷踪步",
"monster level","怪物等级",
"Mordanticus","莫丹提库斯",
"Mundane Items","平凡物品",
"Mushroomfolk","蘑菇人",
"Mutation","突变",
"Myrkhos","米尔科斯",
"Naga","娜迦",
"Near","近距",
"Night hag","夜鬼婆",
"Obe-ixx","奥贝-伊克斯",
"Oni","恶鬼",
"ooze","泥怪","ooze"
"Ord","奥德",
"outsiders","异界生物",
"paralyze","麻痹",
"Pearl of Power","法力珍珠",
"penance","赎罪",
"Phylactery","命匣",
"Pillar of Salt","盐柱术",
"Plane Shift","位面转移",
"Plate mail","板甲",
"Plesiosaurus","蛇颈龙",
"point of interest","兴趣点",
"Portable Hole","便携式次元洞",
"pot","底池",
"Potion of Extirpation","根除药水",
"power word kill","律令死亡",
"priest","牧师",
"Primordial","原初语",
"principi","权天使",
"prismatic orb","虹光球",
"protection from energy","防护能量",
"Rahm-Hotep","拉霍特普",
"Ralina","拉莉娜",
"Ramlaat","拉姆拉特",
"random encounter","随机遭遇",
"rare language","稀有语言",
"Rathgamnon","拉斯加农",
"reaction check","反应检定",
"real time","现实时间",
"Rebuke Unholy","亵渎叱喝",
"Regenerate","再生术",
"Remorhaz","百足魔兽",
"Reptilian","爬族语",
"resilient sphere","弹力法球",
"Restoration","复原术",
"Rime Walker","霜行者",
"Rival Crawler","竞争探险家",
"Rot Flower","腐花",
"rulings","裁定",
"Saint Terragnis","圣女泰拉格尼斯",
"scarab","圣甲虫",
"Sending","短讯术",
"Seraph","炽天使",
"Seraphim","炽天使",
"Session","聚会",
"settlement","聚落",
"Shadowdark","暗影魔域",
"Shadowdark RPG","《暗影魔域 RPG》","加上书名号，特指游戏规则"
"shapechange","形体变化",
"Shield of faith","虔诚护盾",
"Shune","舒娜",
"Shune the Vile","秽影舒娜",
"Silence","沉默术",
"Slam","猛击",
"slots","装备栏位",
"smilodons","剑齿虎",
"Speak With Dead","死者交谈",
"spell list","法术列表",
"spell tier","法术环阶",
"spellcasting check","施法检定",
"Sphere of Annihilation","湮灭法球",
"St. Terragnis","圣女泰拉格尼斯",
"Starting gear","起始装备",
"Stats","属性",
"Stealth","隐匿",
"steel","火镰",
"stingbat","蜇蝠",
"STR","力量",
"strangler","绞杀者",
"stupefied","呆滞",
"Sylvan","木族语",
"Tal-Yool","塔尔-尤尔",
"talent","天赋",
"talent roll","天赋掷骰",
"Templar","圣堂武士",
"Ten-Eyed Oracle","十目神谕者",
"tendril","触须",
"tentacle","触须",
"Thanian","塔尼亚语",
"The Dark Trio","黑暗三神",
"The Four Lords","四正神",
"The Gauntlet","铁手试炼",
"The Lost","失落之神",
"The Nine","九神",
"The Onyx Destrier","黑玛瑙战马",
"The Overlord","霸主",
"The Pact","协议",
"Thieves","盗贼",
"Thieves' Guild","盗贼公会",
"thugs","暴徒",
"Thunderclap","雷鸣波",
"Total Darkness","完全黑暗",
"treasure chest","宝箱",
"Turn Undead","驱散亡灵",
"Tyrannosaurus","霸王龙",
"Unseelie","哀怒妖精",
"vampire spawn","吸血鬼衍体",
"Van Dinkle","范丁克",
"Velociraptor","迅猛龙",
"Versatile","多用",
"viperian","蛇裔",
"Viperian ophid","蛇裔蝰",
"Void Spawn","虚空衍体",
"Vrock","鹫魔",
"Wandering Merchant","流浪商人",
"Warhammer","战锤",
"warlock","邪术师",
"Well of Many Worlds","万界之井",
"will-o'-wisp","鬼火",
"winter wolves","冬狼",
"WIS","感知",
"Wisdom","感知",
"Worg","座狼",
"Wrath","神怒",
"XP","XP","保留缩写"
"Zone of Truth","诚实之域",
